Subjective measures,Addiction,Duration,Value
Number of distractions,Addicted,Short,2.8731075150894894
Number of distractions,Addicted,Short,0.382062916734738
Number of distractions,Addicted,Short,2.087345741790032
Number of distractions,Addicted,Short,1.4508522284598269
Number of distractions,Addicted,Short,0.7444607819418958
Number of distractions,Addicted,Short,3.589656188112256
Number of distractions,Addicted,Short,3.9262346468554314
Number of distractions,Addicted,Short,1.136422477787509
Number of distractions,Addicted,Short,1.1089171840698338
Number of distractions,Addicted,Short,2.038875279574618
Number of distractions,Addicted,Short,0.37605889680970916
Number of distractions,Addicted,Short,3.673520835198973
Number of distractions,Addicted,Short,-2.4780452039650154
Number of distractions,Addicted,Short,3.182370267629842
Number of distractions,Addicted,Short,2.956410166117143
Number of distractions,Addicted,Short,0.7147990984978665
Number of distractions,Addicted,Short,3.790000769091452
Number of distractions,Addicted,Short,1.761658619751753
Number of distractions,Addicted,Short,0.6369256124129337
Number of distractions,Addicted,Short,1.7318161818295534
Number of distractions,Addicted,Short,-1.8140768169863364
Number of distractions,Addicted,Short,-0.44294408201515445
Number of distractions,Addicted,Short,0.9462125691277854
Number of distractions,Addicted,Short,5.326020577078905
Number of distractions,Addicted,Short,-5.215861038394516
Number of distractions,Addicted,Short,4.322549910824415
Number of distractions,Addicted,Medium,2.045242608938776
Number of distractions,Addicted,Medium,4.308258775937902
Number of distractions,Addicted,Medium,1.3288864976200556
Number of distractions,Addicted,Medium,2.38981613758459
Number of distractions,Addicted,Medium,1.3668803749894574
Number of distractions,Addicted,Medium,3.5431995884421505
Number of distractions,Addicted,Medium,1.1441500127394528
Number of distractions,Addicted,Medium,7.444068182501013
Number of distractions,Addicted,Medium,1.3366104854495178
Number of distractions,Addicted,Medium,4.921347523042964
Number of distractions,Addicted,Medium,0.9747221833713713
Number of distractions,Addicted,Medium,-1.6953199277538755
Number of distractions,Addicted,Medium,3.8308260231311064
Number of distractions,Addicted,Medium,4.491821301424226
Number of distractions,Addicted,Medium,3.7032159825728264
Number of distractions,Addicted,Medium,5.452642682292415
Number of distractions,Addicted,Medium,7.141100788125353
Number of distractions,Addicted,Medium,4.754667371641655
Number of distractions,Addicted,Medium,2.8766159887663907
Number of distractions,Addicted,Medium,5.2711641259657664
Number of distractions,Addicted,Medium,4.9578688895119205
Number of distractions,Addicted,Medium,7.6612351842051805
Number of distractions,Addicted,Medium,7.339625280257885
Number of distractions,Addicted,Medium,4.951215670219697
Number of distractions,Addicted,Medium,3.432829725017884
Number of distractions,Addicted,Medium,1.0229431650068133
Number of distractions,Addicted,Medium,6.155274409828347
Number of distractions,Addicted,Medium,0.5133324596759441
Number of distractions,Addicted,Medium,10.582245505071906
Number of distractions,Addicted,Medium,3.6098118799420584
Number of distractions,Addicted,Medium,1.2600247904661623
Number of distractions,Addicted,Medium,2.7138969459822926
Number of distractions,Addicted,Medium,2.0383209564337728
Number of distractions,Addicted,Medium,4.783825639611464
Number of distractions,Addicted,Medium,10.204005848721522
Number of distractions,Addicted,Medium,2.990496924297198
Number of distractions,Addicted,Medium,3.922646872620229
Number of distractions,Addicted,Medium,9.753709915300199
Number of distractions,Addicted,Medium,-0.14232215928105418
Number of distractions,Addicted,Medium,1.7075624026996161
Number of distractions,Addicted,Medium,3.1459474656325592
Number of distractions,Addicted,Medium,2.3092790309272058
Number of distractions,Addicted,Medium,4.284754404096903
Number of distractions,Addicted,Medium,7.640648092928226
Number of distractions,Addicted,Medium,8.523021572718406
Number of distractions,Addicted,Medium,2.553547399283624
Number of distractions,Addicted,Medium,4.2778642789859465
Number of distractions,Addicted,Medium,4.043040204246901
Number of distractions,Addicted,Medium,0.5157839092978609
Number of distractions,Addicted,Medium,3.961087296840935
Number of distractions,Addicted,Medium,4.6766802944143
Number of distractions,Addicted,Medium,9.498895921652489
Number of distractions,Addicted,Medium,12.360166742336483
Number of distractions,Addicted,Medium,4.262827916813599
Number of distractions,Addicted,Medium,2.265950442231058
Number of distractions,Addicted,Medium,5.582184664618733
Number of distractions,Addicted,Medium,4.925861439278725
Number of distractions,Addicted,Medium,3.620707591295351
Number of distractions,Addicted,Medium,8.113688735315437
Number of distractions,Addicted,Medium,1.620216874810433
Number of distractions,Addicted,Medium,2.8834202363581527
Number of distractions,Addicted,Medium,-0.11230920529873245
Number of distractions,Addicted,Medium,5.210767174512137
Number of distractions,Addicted,Medium,6.6807247157152725
Number of distractions,Addicted,Medium,4.945127830532259
Number of distractions,Addicted,Medium,0.3967776840325503
Number of distractions,Addicted,Medium,6.224758057267636
Number of distractions,Addicted,Medium,8.107638736227115
Number of distractions,Addicted,Medium,2.7201976126364587
Number of distractions,Addicted,Medium,1.5991825293123978
Number of distractions,Addicted,Medium,6.4737301783080685
Number of distractions,Addicted,Medium,4.782594839145238
Number of distractions,Addicted,Medium,1.1255255553570334
Number of distractions,Addicted,Medium,6.813134419153391
Number of distractions,Addicted,Medium,9.116085640150004
Number of distractions,Addicted,Medium,3.239947966337694
Number of distractions,Addicted,Medium,2.6705931976898185
Number of distractions,Addicted,Medium,2.3530649809064967
Number of distractions,Addicted,Medium,3.0627913125165476
Number of distractions,Addicted,Medium,3.939253150815646
Number of distractions,Addicted,Medium,6.789291790277711
Number of distractions,Addicted,Medium,2.964671805306369
Number of distractions,Addicted,Medium,2.731942327965325
Number of distractions,Addicted,Medium,0.42850495130068555
Number of distractions,Addicted,Medium,1.601217747327519
Number of distractions,Addicted,Medium,4.068765631704438
Number of distractions,Addicted,Medium,4.027704086372698
Number of distractions,Addicted,Medium,-2.2506975208184525
Number of distractions,Addicted,Medium,2.7063365324589794
Number of distractions,Addicted,Medium,-0.6617359773946139
Number of distractions,Addicted,Medium,5.659866081166321
Number of distractions,Addicted,Medium,-0.3581742781485082
Number of distractions,Addicted,Medium,0.9600365468248686
Number of distractions,Addicted,Medium,5.0824200126220775
Number of distractions,Addicted,Medium,8.463767604974475
Number of distractions,Addicted,Medium,2.8835259952767625
Number of distractions,Addicted,Medium,4.586230996288973
Number of distractions,Addicted,Medium,4.549788688669892
Number of distractions,Addicted,Medium,-1.4859358655525097
Number of distractions,Addicted,Medium,6.822153496992179
Number of distractions,Addicted,Long,3.634793176663943
Number of distractions,Addicted,Long,2.486871972026452
Number of distractions,Addicted,Long,2.2734681033670237
Number of distractions,Addicted,Long,5.188992867207801
Number of distractions,Addicted,Long,-1.3819866203204558
Number of distractions,Addicted,Long,1.915881682017487
Number of distractions,Addicted,Long,5.262745937700312
Number of distractions,Addicted,Long,1.9648632983779617
Number of distractions,Addicted,Long,2.4625778327728436
Number of distractions,Addicted,Long,5.633558094659414
Number of distractions,Addicted,Long,2.1412280488420223
Number of distractions,Addicted,Long,2.883828061140939
Number of distractions,Addicted,Long,10.250508651080175
Number of distractions,Addicted,Long,4.737433933016071
Number of distractions,Addicted,Long,4.106750420345393
Number of distractions,Addicted,Long,3.4066276067060564
Number of distractions,Addicted,Long,2.550851612363883
Number of distractions,Addicted,Long,6.4748765137310045
Number of distractions,Addicted,Long,2.6405364421340427
Number of distractions,Addicted,Long,6.251792029055585
Number of distractions,Addicted,Long,-0.12681074370231116
Number of distractions,Addicted,Long,8.907472741781781
Number of distractions,Addicted,Long,10.85168152271456
Number of distractions,Addicted,Long,6.257175423816402
Number of distractions,Addicted,Long,-2.2150139125348165
Number of distractions,Addicted,Long,1.6511274516145953
Number of distractions,Addicted,Long,6.530124933946594
Number of distractions,Addicted,Long,9.336946220784784
Number of distractions,Addicted,Long,5.245006025296095
Number of distractions,Addicted,Long,9.296724731228334
Number of distractions,Addicted,Long,2.749879476208559
Number of distractions,Addicted,Long,5.011587780800079
Number of distractions,Addicted,Long,3.3124079803804474
Number of distractions,Addicted,Long,4.3621472083930755
Number of distractions,Addicted,Long,9.638253765089146
Number of distractions,Addicted,Long,5.154013968155452
Number of distractions,Addicted,Long,9.504928586359199
Number of distractions,Addicted,Long,5.23004005154497
Number of distractions,Addicted,Long,6.788569916422824
Number of distractions,Addicted,Long,7.830561511061478
Number of distractions,Addicted,Long,-0.0693747563087479
Number of distractions,Addicted,Long,4.538071332439401
Number of distractions,Addicted,Long,9.78723841103459
Number of distractions,Addicted,Long,-0.37360844071837107
Number of distractions,Addicted,Long,-0.8496619828232825
Number of distractions,Addicted,Long,1.5725336695912562
Number of distractions,Addicted,Long,3.414705799854328
Number of distractions,Addicted,Long,10.59511938160339
Number of distractions,Addicted,Long,10.205259340544163
Number of distractions,Addicted,Long,9.782572227338068
Number of distractions,Addicted,Long,10.82916413103136
Number of distractions,Addicted,Long,4.3130166506857135
Number of distractions,Addicted,Long,6.264827576228379
Number of distractions,Addicted,Long,4.478254403260206
Number of distractions,Addicted,Long,4.381262419827531
Number of distractions,Addicted,Long,4.2758179424186515
Number of distractions,Addicted,Long,1.811475741339395
Number of distractions,Addicted,Long,3.613765437239115
Number of distractions,Addicted,Long,3.383544388656216
Number of distractions,Addicted,Long,-1.2244143484488088
Number of distractions,Addicted,Long,3.352080988284352
Number of distractions,Addicted,Long,5.691322793556958
Number of distractions,Addicted,Long,7.556067953968446
Number of distractions,Addicted,Long,5.463628949650486
Number of distractions,Addicted,Long,6.351479240882933
Number of distractions,Addicted,Long,4.747161687668849
Number of distractions,Addicted,Long,5.19483678694515
Number of distractions,Addicted,Long,3.6155678183667037
Number of distractions,Addicted,Long,5.205059738480594
Number of distractions,Addicted,Long,3.965319520785532
Number of distractions,Addicted,Long,7.225478871343617
Number of distractions,Addicted,Long,9.294288231834066
Number of distractions,Addicted,Long,8.504160693644955
Number of distractions,Addicted,Long,10.848214807164728
Number of distractions,Addicted,Long,-2.8859925806671223
Number of distractions,Addicted,Long,6.202362028779307
Number of distractions,Addicted,Long,-4.625701663372682
Number of distractions,Addicted,Long,3.0062889008671867
Number of distractions,Addicted,Long,-0.4903353128594041
Number of distractions,Addicted,Long,5.2862285406383736
Number of distractions,Addicted,Long,11.039680818886149
Number of distractions,Addicted,Long,0.3539261130261844
Number of distractions,Addicted,Long,0.7842461870202442
Number of distractions,Addicted,Long,-2.8308930190984647
Number of distractions,Addicted,Long,3.402902074089198
Number of distractions,Addicted,Long,3.3370473894366457
Number of distractions,Addicted,Long,4.268260135555072
Number of distractions,Addicted,Long,5.316465990803532
Number of distractions,Addicted,Long,5.055872429419141
Number of distractions,Addicted,Long,4.532393711108931
Number of distractions,Addicted,Long,4.027950869017157
Number of distractions,Addicted,Long,3.450892539610062
Number of distractions,Addicted,Long,7.283524755821069
Number of distractions,Addicted,Long,8.577225154487403
Number of distractions,Addicted,Long,10.26747521247201
Number of distractions,Addicted,Long,3.3045036361058546
Number of distractions,Addicted,Long,5.4990080848689775
Number of distractions,Addicted,Long,-0.10633408620582152
Number of distractions,Addicted,Long,2.45862071568465
Number of distractions,Addicted,Long,3.7409503004012876
Non-addicted,1.591,Short,3.241124384456464
Non-addicted,1.591,Short,5.0127861562088665
Non-addicted,1.591,Short,2.4795043738789744
Non-addicted,1.591,Short,1.8327214149566013
Non-addicted,1.591,Short,1.6945675194819054
Non-addicted,1.591,Short,-0.471928912296689
Non-addicted,1.591,Short,0.9968534403986117
Non-addicted,1.591,Short,1.772473130963921
Non-addicted,1.591,Short,1.1473282811094956
Non-addicted,1.591,Short,3.473605397134543
Non-addicted,1.591,Short,1.033237044135742
Non-addicted,1.591,Short,5.6446585732520225
Non-addicted,1.591,Short,1.0912690755445924
Non-addicted,1.591,Short,2.1148102627941228
Non-addicted,1.591,Short,1.490478553903403
Non-addicted,1.591,Short,2.237273108932453
Non-addicted,1.591,Short,0.9635924256795512
Non-addicted,1.591,Short,0.14102316867748366
Non-addicted,1.591,Short,2.1241433327493224
Non-addicted,1.591,Short,2.558695246034393
Non-addicted,1.591,Short,3.9599001590303855
Non-addicted,1.591,Short,4.380421690520726
Non-addicted,1.591,Short,3.5487777988449927
Non-addicted,1.591,Short,2.1178726630647984
Non-addicted,1.591,Short,0.5596891768467631
Non-addicted,1.591,Short,0.7055403015410238
Non-addicted,1.591,Short,0.4081613643457236
Non-addicted,1.591,Short,2.038289722655533
Non-addicted,1.591,Short,1.9305619915494854
Non-addicted,1.591,Short,2.549947722003414
Non-addicted,1.591,Short,2.0723913666286164
Non-addicted,1.591,Short,0.1559591093599484
Non-addicted,1.591,Short,4.3326122638219635
Non-addicted,1.591,Short,3.5481736450251113
Non-addicted,1.591,Short,1.6875028464204118
Non-addicted,1.591,Short,3.968065584232071
Non-addicted,1.591,Short,1.0416994929923047
Non-addicted,1.591,Short,2.230892352074538
Non-addicted,1.591,Short,0.19188033089880063
Non-addicted,1.591,Short,3.3268399173164505
Non-addicted,1.591,Short,0.4808375191033005
Non-addicted,1.591,Short,2.133508922418275
Non-addicted,1.591,Short,2.065795613376356
Non-addicted,1.591,Short,1.7026277110053676
Non-addicted,1.591,Short,0.7413694833339095
Non-addicted,1.591,Short,2.708383818001485
Non-addicted,1.591,Short,3.2685803916377867
Non-addicted,1.591,Short,1.6346465958316394
Non-addicted,1.591,Short,1.9358932621079463
Non-addicted,1.591,Short,2.024078165823545
Non-addicted,1.591,Short,-0.01733488697640495
Non-addicted,1.591,Short,3.379919421144368
Non-addicted,1.591,Short,1.7104719555986763
Non-addicted,1.591,Short,1.017618834732935
Non-addicted,1.591,Short,3.852130935016164
Non-addicted,1.591,Short,2.3831099483167764
Non-addicted,1.591,Short,2.4992509302871486
Non-addicted,1.591,Short,5.533189334973998
Non-addicted,1.591,Short,2.339817876906878
Non-addicted,1.591,Short,2.7487850971175263
Non-addicted,1.591,Short,2.1714842642136127
Non-addicted,1.591,Short,3.8224012440450315
Non-addicted,1.591,Short,1.419142391086374
Non-addicted,1.591,Short,2.3931337531874974
Non-addicted,1.591,Short,3.057293335841
Non-addicted,1.591,Short,1.741058874652736
Non-addicted,1.591,Short,3.9919977032811076
Non-addicted,1.591,Short,1.7514744039158228
Non-addicted,1.591,Short,1.6590757588730902
Non-addicted,1.591,Short,0.09560444089240683
Non-addicted,1.591,Short,1.6431194374771487
Non-addicted,1.591,Short,1.778923398393726
Non-addicted,1.591,Short,1.3937680842329465
Non-addicted,1.591,Short,2.297298148276846
Non-addicted,1.591,Short,2.4244076875476224
Non-addicted,1.591,Short,2.6116885439883744
Non-addicted,1.591,Short,3.098381149265329
Non-addicted,1.591,Short,3.1695015725147258
Non-addicted,1.591,Short,3.475337261955554
Non-addicted,1.591,Short,0.8397131781880138
Non-addicted,1.591,Short,0.3443718937361
Non-addicted,1.591,Short,1.2334541026133503
Non-addicted,1.591,Short,1.0268541892542307
Non-addicted,1.591,Short,3.0989031967717664
Non-addicted,1.591,Short,1.753960580581754
Non-addicted,1.591,Short,1.6837894365913566
Non-addicted,1.591,Short,4.827150916619075
Non-addicted,1.591,Short,3.353197095107582
Non-addicted,1.591,Short,4.179335877848883
Non-addicted,1.591,Short,-0.2741822546550412
Non-addicted,1.591,Short,0.7593171781347543
Non-addicted,1.591,Short,1.4745878431164385
Non-addicted,1.591,Short,1.0358211757722346
Non-addicted,1.591,Short,5.503276429100398
Non-addicted,1.591,Short,3.126700338081557
Non-addicted,1.591,Short,-3.231626132454796
Non-addicted,1.591,Short,-0.8504827977058032
Non-addicted,1.591,Short,3.6144246086482537
Non-addicted,1.591,Short,1.4901151200082612
Non-addicted,1.591,Short,1.5934265750096273
Non-addicted,1.591,Medium,4.170133645843579
Non-addicted,1.591,Medium,1.6880891545379408
Non-addicted,1.591,Medium,3.1341990757121057
Non-addicted,1.591,Medium,2.339168812043467
Non-addicted,1.591,Medium,3.074391601479789
Non-addicted,1.591,Medium,1.5416026336423054
Non-addicted,1.591,Medium,1.6595639270887346
Non-addicted,1.591,Medium,4.572022610383296
Non-addicted,1.591,Medium,2.038040111705023
Non-addicted,1.591,Medium,0.6665442265012129
Non-addicted,1.591,Medium,2.506764047831038
Non-addicted,1.591,Medium,2.68760137171563
Non-addicted,1.591,Medium,3.5100152584284894
Non-addicted,1.591,Medium,4.008280995924764
Non-addicted,1.591,Medium,1.3554216447010419
Non-addicted,1.591,Medium,1.229058518056624
Non-addicted,1.591,Medium,1.3024299464702063
Non-addicted,1.591,Medium,2.7501792797991405
Non-addicted,1.591,Medium,2.6259983201736747
Non-addicted,1.591,Medium,1.6248457175156314
Non-addicted,1.591,Medium,3.452329411968196
Non-addicted,1.591,Medium,2.133422110771075
Non-addicted,1.591,Medium,0.166015026839474
Non-addicted,1.591,Medium,3.1222759216470104
Non-addicted,1.591,Medium,1.7095922071950609
Non-addicted,1.591,Medium,2.5623435993335586
Non-addicted,1.591,Medium,2.3053023263230834
Non-addicted,1.591,Medium,1.4307636617505013
Non-addicted,1.591,Medium,2.108204032610519
Non-addicted,1.591,Medium,1.4032798956706314
Non-addicted,1.591,Medium,2.5752847222106454
Non-addicted,1.591,Medium,1.8437436777826917
Non-addicted,1.591,Medium,2.345677373216353
Non-addicted,1.591,Medium,2.5615834166480083
Non-addicted,1.591,Medium,2.9835016429245274
Non-addicted,1.591,Medium,3.0417993256388995
Non-addicted,1.591,Medium,2.369269939425493
Non-addicted,1.591,Medium,0.6339464038245115
Non-addicted,1.591,Medium,2.7860289560931752
Non-addicted,1.591,Medium,1.65055136870137
Non-addicted,1.591,Medium,1.9265265843104507
Non-addicted,1.591,Medium,2.9052239484682962
Non-addicted,1.591,Medium,1.4191933510858177
Non-addicted,1.591,Medium,1.4184835408763976
Non-addicted,1.591,Medium,3.263058832341633
Non-addicted,1.591,Medium,1.1141502268916887
Non-addicted,1.591,Medium,0.7131257333793517
Non-addicted,1.591,Medium,3.6682892011986885
Non-addicted,1.591,Medium,0.3266456166694993
Non-addicted,1.591,Medium,1.6583926744114923
Non-addicted,1.591,Medium,3.8078224846820414
Non-addicted,1.591,Medium,0.6371227621320139
Non-addicted,1.591,Medium,3.575128076059489
Non-addicted,1.591,Medium,1.1895865217019301
Non-addicted,1.591,Medium,2.7835204729865923
Non-addicted,1.591,Medium,1.593489999243479
Non-addicted,1.591,Medium,2.4695059623398885
Non-addicted,1.591,Medium,1.2800918812829822
Non-addicted,1.591,Medium,2.8329026528118995
Non-addicted,1.591,Medium,3.340615030653587
Non-addicted,1.591,Medium,1.4190070350629702
Non-addicted,1.591,Medium,2.0210702303834505
Non-addicted,1.591,Medium,2.4381851189250914
Non-addicted,1.591,Medium,2.318734355241868
Non-addicted,1.591,Medium,3.555393015013364
Non-addicted,1.591,Medium,2.0486237292022773
Non-addicted,1.591,Medium,1.7105426561327777
Non-addicted,1.591,Medium,1.6556407789156191
Non-addicted,1.591,Medium,2.1290770834151758
Non-addicted,1.591,Medium,1.257322737356887
Non-addicted,1.591,Medium,2.985570455247739
Non-addicted,1.591,Medium,1.3019620550005095
Non-addicted,1.591,Medium,2.182163776478615
Non-addicted,1.591,Medium,2.4344658596807736
Non-addicted,1.591,Medium,2.258500001449583
Non-addicted,1.591,Medium,3.8907697423541845
Non-addicted,1.591,Medium,2.671876170086076
Non-addicted,1.591,Medium,2.773899106255987
Non-addicted,1.591,Medium,3.684715047469215
Non-addicted,1.591,Medium,3.021744391910738
Non-addicted,1.591,Medium,3.114783562150016
Non-addicted,1.591,Medium,3.1169420263312997
Non-addicted,1.591,Medium,0.4996977881437825
Non-addicted,1.591,Medium,3.5548059735643505
Non-addicted,1.591,Medium,1.290935228176889
Non-addicted,1.591,Medium,1.5221542679106828
Non-addicted,1.591,Medium,3.2127951439417184
Non-addicted,1.591,Medium,2.1371138755014507
Non-addicted,1.591,Medium,0.827819400867728
Non-addicted,1.591,Medium,3.031553721156886
Non-addicted,1.591,Medium,3.585510296526273
Non-addicted,1.591,Medium,3.9384229088819875
Non-addicted,1.591,Medium,1.273426198014379
Non-addicted,1.591,Medium,3.910438010208362
Non-addicted,1.591,Medium,-0.7650765942330873
Non-addicted,1.591,Medium,0.7272767623019569
Non-addicted,1.591,Medium,0.9762584862795873
Non-addicted,1.591,Medium,2.0016933962232595
Non-addicted,1.591,Medium,2.366559187905848
Non-addicted,1.591,Medium,3.404349528910087
Non-addicted,1.591,Long,
Non-addicted,1.591,Long,
Non-addicted,1.591,Long,
Non-addicted,1.591,Long,
Non-addicted,1.591,Long,
Non-addicted,1.591,Long,
Non-addicted,1.591,Long,
Non-addicted,1.591,Long,
Non-addicted,1.591,Long,
Non-addicted,1.591,Long,
Non-addicted,1.591,Long,
Non-addicted,1.591,Long,
Non-addicted,1.591,Long,
Non-addicted,1.591,Long,
Non-addicted,1.591,Long,
Non-addicted,1.591,Long,
Non-addicted,1.591,Long,
Non-addicted,1.591,Long,
Non-addicted,1.591,Long,
Non-addicted,1.591,Long,
Non-addicted,1.591,Long,
Non-addicted,1.591,Long,
Non-addicted,1.591,Long,
Non-addicted,1.591,Long,
Non-addicted,1.591,Long,
Non-addicted,1.591,Long,
Non-addicted,1.591,Long,
Non-addicted,1.591,Long,
Non-addicted,1.591,Long,
Non-addicted,1.591,Long,
Non-addicted,1.591,Long,
Non-addicted,1.591,Long,
Non-addicted,1.591,Long,
Non-addicted,1.591,Long,
Non-addicted,1.591,Long,
Non-addicted,1.591,Long,
Non-addicted,1.591,Long,
Non-addicted,1.591,Long,
Non-addicted,1.591,Long,
Non-addicted,1.591,Long,
Non-addicted,1.591,Long,
Non-addicted,1.591,Long,
Non-addicted,1.591,Long,
Non-addicted,1.591,Long,
Non-addicted,1.591,Long,
Non-addicted,1.591,Long,
Non-addicted,1.591,Long,
Non-addicted,1.591,Long,
Non-addicted,1.591,Long,
Non-addicted,1.591,Long,
Non-addicted,1.591,Long,
Non-addicted,1.591,Long,
Non-addicted,1.591,Long,
Non-addicted,1.591,Long,
Non-addicted,1.591,Long,
Non-addicted,1.591,Long,
Non-addicted,1.591,Long,
Non-addicted,1.591,Long,
Non-addicted,1.591,Long,
Non-addicted,1.591,Long,
Non-addicted,1.591,Long,
Non-addicted,1.591,Long,
Non-addicted,1.591,Long,
Non-addicted,1.591,Long,
Non-addicted,1.591,Long,
Non-addicted,1.591,Long,
Non-addicted,1.591,Long,
Non-addicted,1.591,Long,
Non-addicted,1.591,Long,
Non-addicted,1.591,Long,
Non-addicted,1.591,Long,
Non-addicted,1.591,Long,
Non-addicted,1.591,Long,
Non-addicted,1.591,Long,
Non-addicted,1.591,Long,
Non-addicted,1.591,Long,
Non-addicted,1.591,Long,
Non-addicted,1.591,Long,
Non-addicted,1.591,Long,
Non-addicted,1.591,Long,
Non-addicted,1.591,Long,
Non-addicted,1.591,Long,
Non-addicted,1.591,Long,
Non-addicted,1.591,Long,
Non-addicted,1.591,Long,
Non-addicted,1.591,Long,
Non-addicted,1.591,Long,
Non-addicted,1.591,Long,
Non-addicted,1.591,Long,
Non-addicted,1.591,Long,
Non-addicted,1.591,Long,
Non-addicted,1.591,Long,
Non-addicted,1.591,Long,
Non-addicted,1.591,Long,
Non-addicted,1.591,Long,
Non-addicted,1.591,Long,
Non-addicted,1.591,Long,
Non-addicted,1.591,Long,
Non-addicted,1.591,Long,
Non-addicted,1.591,Long,
